origin_lat,origin_lng,dest_lat,dest_lng,distance_km,center_lat,center_lng,lat_diff,lng_diff,hour,day_of_week,month,is_weekend,is_rush_hour,is_night,temperature,humidity,weather_condition,wind_speed,visibility,package_weight,weight_factor,travel_time_minutes,route_id
13.352581259887334,74.75116813865814,13.394664443399355,74.73397688271511,5.045964791336638,13.373622851643344,74.74257251068663,0.04208318351202145,-0.017191255943032502,4,5,5,1,0,0,30.6,77,clear,4.305216414919487,11.561687960573877,7.999971034857813,1.1,12.432369646742465,0
13.352581259887334,74.75116813865814,13.394664443399355,74.73397688271511,5.045964791336638,13.373622851643344,74.74257251068663,0.04208318351202145,-0.017191255943032502,18,4,5,0,1,0,30.1,76,clear,5.328045382581543,9.355801360110284,7.999971034857813,1.1,24.140446299445532,0
13.352581259887334,74.75116813865814,13.394664443399355,74.73397688271511,5.045964791336638,13.373622851643344,74.74257251068663,0.04208318351202145,-0.017191255943032502,18,1,4,0,1,0,25.6,79,clouds,0.6969653904788408,13.420664992477251,7.999971034857813,1.1,20.213247716412123,0
13.352581259887334,74.75116813865814,13.394664443399355,74.73397688271511,5.045964791336638,13.373622851643344,74.74257251068663,0.04208318351202145,-0.017191255943032502,23,1,4,0,0,0,24.1,85,clear,5.742956764975611,12.993398446473044,7.999971034857813,1.1,14.825277493539376,0
13.352581259887334,74.75116813865814,13.394664443399355,74.73397688271511,5.045964791336638,13.373622851643344,74.74257251068663,0.04208318351202145,-0.017191255943032502,20,6,5,1,0,0,37.1,76,clear,4.109610404090509,10.642941329270515,7.999971034857813,1.1,11.089496973578719,0
13.352581259887334,74.75116813865814,13.394664443399355,74.73397688271511,5.045964791336638,13.373622851643344,74.74257251068663,0.04208318351202145,-0.017191255943032502,20,4,5,0,0,0,31.5,76,clouds,2.0314146326622042,11.941474372630044,7.999971034857813,1.1,15.262649965347169,0
13.352581259887334,74.75116813865814,13.394664443399355,74.73397688271511,5.045964791336638,13.373622851643344,74.74257251068663,0.04208318351202145,-0.017191255943032502,2,4,5,0,0,0,26.1,79,clouds,7.530108894969333,14.725347724734116,7.999971034857813,1.1,13.06954827946655,0
13.352581259887334,74.75116813865814,13.394664443399355,74.73397688271511,5.045964791336638,13.373622851643344,74.74257251068663,0.04208318351202145,-0.017191255943032502,6,2,5,0,0,0,30.1,68,clouds,1.9415595256249047,13.290431171900114,7.999971034857813,1.1,11.803224857037417,0
13.352581259887334,74.75116813865814,13.394664443399355,74.73397688271511,5.045964791336638,13.373622851643344,74.74257251068663,0.04208318351202145,-0.017191255943032502,0,0,4,0,0,0,32.9,72,clear,6.448684764210968,13.187113444561724,7.999971034857813,1.1,9.403338935057711,0
13.352581259887334,74.75116813865814,13.394664443399355,74.73397688271511,5.045964791336638,13.373622851643344,74.74257251068663,0.04208318351202145,-0.017191255943032502,5,2,5,0,0,0,38.0,85,clear,4.895621288359564,12.920141212694876,7.999971034857813,1.1,10.204680055978491,0
